Site	Type	Left	Right	Strand	Transcription-Units
ubiEp4	BOX_10	4018734	4018741	+	NA
ubiEp4	BOX_35	4018714	4018719	+	NA
ubiEp2	BOX_10	4018740	4018745	+	NA
ubiEp2	BOX_35	4018714	4018719	+	NA
esrEp	BOX_10	4019967	4019972	+	NA
esrEp	BOX_35	4019945	4019950	+	NA
ubiDp8	BOX_10	4024799	4024804	+	NA
ubiDp8	BOX_35	4024777	4024782	+	NA
rfaHp4	BOX_10	4024880	4024885	-	NA
rfaHp4	BOX_35	4024906	4024911	-	NA
ubiDp9	BOX_10	4024960	4024965	+	NA
ubiDp9	BOX_35	4024933	4024938	+	NA
rfaHp5	BOX_10	4024972	4024977	-	NA
rfaHp5	BOX_35	4024997	4025002	-	NA
fadBp	BOX_10	4031021	4031026	-	NA
fadBp	BOX_35	4031044	4031049	-	NA
rrsAp1	BOX_10	4035225	4035230	+	NA
rrsAp1	BOX_35	4035203	4035208	+	NA
rrsAp	BOX_10	4035232	4035237	+	NA
rrsAp	BOX_35	4035212	4035217	+	NA
rrsAp2	BOX_10	4035344	4035349	+	NA
rrsAp2	BOX_35	4035322	4035327	+	NA
srkAp	BOX_10	4042378	4042383	+	NA
srkAp	BOX_35	4042353	4042358	+	NA
dsbAp	BOX_10	4043364	4043369	+	NA
dsbAp	BOX_35	4043342	4043347	+	NA
yihFp4	BOX_10	4044044	4044050	+	NA
yihFp4	BOX_35	4044019	4044025	+	NA
yihFp6	BOX_10	4044119	4044124	+	NA
yihFp6	BOX_35	4044096	4044101	+	NA
yihFp1	BOX_10	4044163	4044169	+	NA
yihFp1	BOX_35	4044138	4044144	+	NA
yihGp	BOX_10	4046660	4046670	-	NA
yihGp	BOX_35	4046685	4046690	-	NA
polAp	BOX_10	4046929	4046934	+	NA
polAp	BOX_35	4046909	4046914	+	NA
spfp	BOX_10	4049886	4049891	+	NA
yihAp9	BOX_10	4050990	4050995	-	NA
yihAp9	BOX_35	4051008	4051014	-	NA
yihIp	BOX_10	4051295	4051300	+	NA
yihIp	BOX_35	4051274	4051279	+	NA
hemNp	BOX_10	4051931	4051936	+	NA
hemNp	BOX_35	4051910	4051915	+	NA
glnLp	BOX_10	4056377	4056382	-	NA
glnLp	BOX_35	4056402	4056407	-	NA
glnAp2	BOX_10	4058117	4058121	-	NA
glnAp2	BOX_35	4058128	4058133	-	NA
typAp1	BOX_10	4058220	4058224	+	NA
typAp1	BOX_35	4058206	4058211	+	NA
glnAp1	BOX_10	4058233	4058238	-	NA
glnAp1	BOX_35	4058255	4058260	-	NA
typAp6	BOX_10	4058369	4058374	+	NA
typAp6	BOX_35	4058348	4058353	+	NA
yihLp2	BOX_10	4060242	4060248	+	NA
yihLp2	BOX_35	4060217	4060223	+	NA
yihLp1	BOX_10	4060363	4060367	+	NA
yihLp1	BOX_35	4060350	4060355	+	NA
yihLp4	BOX_10	4060408	4060413	+	NA
yihLp4	BOX_35	4060384	4060389	+	NA
yihLp5	BOX_10	4060413	4060417	+	NA
yihLp5	BOX_35	4060397	4060402	+	NA
yihNp5	BOX_10	4062155	4062161	+	NA
yihNp5	BOX_35	4062135	4062141	+	NA
ompLp1	BOX_10	4064485	4064489	-	NA
ompLp1	BOX_35	4064497	4064502	-	NA
yihOp3	BOX_10	4065976	4065983	-	NA
yihOp3	BOX_35	4065998	4066003	-	NA
yihQp8	BOX_10	4069368	4069373	-	NA
yihQp8	BOX_35	4069389	4069394	-	NA
yihQp6	BOX_10	4069438	4069443	-	NA
yihQp6	BOX_35	4069463	4069468	-	NA
yihQp1	BOX_10	4069453	4069459	-	NA
yihQp1	BOX_35	4069476	4069482	-	NA
yihVp6	BOX_10	4073521	4073526	+	NA
yihVp6	BOX_35	4073502	4073508	+	NA
yihVp3	BOX_10	4073649	4073654	+	NA
yihVp3	BOX_35	4073622	4073627	+	NA
yihVp1	BOX_10	4073702	4073707	+	NA
yihVp1	BOX_35	4073681	4073686	+	NA
yiiEp7	BOX_10	4079084	4079089	+	NA
yiiEp7	BOX_35	4079063	4079068	+	NA
yiiEp5	BOX_10	4079169	4079174	+	NA
yiiEp5	BOX_35	4079148	4079153	+	NA
yiiFp8	BOX_10	4079550	4079555	+	NA
yiiFp8	BOX_35	4079526	4079531	+	NA
yiiFp7	BOX_10	4079587	4079592	+	NA
yiiFp7	BOX_35	4079560	4079565	+	NA
fdhEp1	BOX_10	4081367	4081372	-	NA
fdhEp1	BOX_35	4081392	4081397	-	NA
yiiGp8	BOX_10	4086870	4086875	+	NA
yiiGp8	BOX_35	4086846	4086851	+	NA
yiiGp7	BOX_10	4086875	4086880	+	NA
yiiGp7	BOX_35	4086850	4086855	+	NA
frvRp4	BOX_10	4089908	4089915	-	NA
frvRp4	BOX_35	4089930	4089935	-	NA
rhaDp	BOX_10	4094398	4094402	-	NA
rhaDp	BOX_35	4094410	4094415	-	NA
rhaBp	BOX_10	4097479	4097484	-	NA
rhaBp	BOX_35	4097500	4097505	-	NA
rhaSp2	BOX_10	4097694	4097704	+	NA
rhaSp2	BOX_35	4097675	4097680	+	NA
rhaSp	BOX_10	4097699	4097704	+	NA
rhaSp	BOX_35	4097672	4097677	+	NA
rhaTp	BOX_10	4100573	4100578	-	NA
rhaTp	BOX_35	4100594	4100599	-	NA
sodAp	BOX_10	4100747	4100752	+	NA
sodAp	BOX_35	4100726	4100731	+	NA
yiiMp5	BOX_10	4102743	4102748	+	NA
yiiMp5	BOX_35	4102722	4102727	+	NA
yiiMp4	BOX_10	4102774	4102779	+	NA
yiiMp4	BOX_35	4102748	4102753	+	NA
cpxAp1	BOX_10	4105107	4105113	-	NA
cpxAp1	BOX_35	4105131	4105137	-	NA
cpxRp	BOX_10	4105693	4105698	-	NA
cpxRp	BOX_35	4105717	4105722	-	NA
cpxPp	BOX_10	4105772	4105777	+	NA
cpxPp	BOX_35	4105746	4105751	+	NA
fieFp3	BOX_10	4106421	4106426	+	NA
fieFp3	BOX_35	4106397	4106402	+	NA
fieFp4	BOX_10	4106437	4106442	+	NA
fieFp4	BOX_35	4106416	4106421	+	NA
pfkAp2	BOX_10	4107459	4107466	+	NA
pfkAp	BOX_10	4107459	4107466	+	NA
pfkAp1	BOX_10	4107501	4107512	+	NA
pfkAp3	BOX_10	4107501	4107512	+	NA
tpiAp	BOX_10	4111576	4111583	-	NA
tpiAp2	BOX_10	4111576	4111583	-	NA
yiiQp4	BOX_10	4112318	4112323	-	NA
yiiQp4	BOX_35	4112342	4112347	-	NA
yiiSp	BOX_10	4112860	4112864	+	NA
yiiSp	BOX_35	4112838	4112843	+	NA
fprp	BOX_10	4114500	4114505	-	NA
fprp	BOX_35	4114527	4114532	-	NA
glpXp2	BOX_10	4115611	4115618	-	NA
glpFp	BOX_10	4118168	4118173	-	NA
glpFp	BOX_35	4118191	4118196	-	NA
zapBp1	BOX_10	4118376	4118380	+	NA
zapBp1	BOX_35	4118361	4118366	+	NA
rraAp	BOX_10	4119365	4119375	-	NA
rraAp	BOX_35	4119387	4119392	-	NA
menAp	BOX_10	4120415	4120420	-	NA
menAp	BOX_35	4120439	4120444	-	NA
hslVp	BOX_10	4122359	4122364	-	NA
hslVp	BOX_35	4122378	4122383	-	NA
cytRp	BOX_10	4124518	4124523	-	NA
cytRp	BOX_35	4124543	4124548	-	NA
metJp3	BOX_10	4128473	4128478	-	NA
metJp3	BOX_35	4128496	4128501	-	NA
metJp2	BOX_10	4128537	4128542	-	NA
metJp2	BOX_35	4128560	4128565	-	NA
metBp	BOX_10	4128623	4128628	+	NA
metBp	BOX_35	4128600	4128605	+	NA
metFp	BOX_10	4132538	4132543	+	NA
metFp	BOX_35	4132515	4132520	+	NA
katGp	BOX_10	4133799	4133804	+	NA
katGp	BOX_35	4133775	4133780	+	NA
yijEp5	BOX_10	4136077	4136083	+	NA
yijEp5	BOX_35	4136052	4136058	+	NA
yijFp5	BOX_10	4137870	4137875	-	NA
yijFp5	BOX_35	4137895	4137900	-	NA
gldAp4	BOX_10	4139052	4139057	-	NA
gldAp4	BOX_35	4139073	4139079	-	NA
pflDp4	BOX_10	4143846	4143853	+	NA
pflDp4	BOX_35	4143825	4143830	+	NA
pflDp2	BOX_10	4143869	4143874	+	NA
pflDp2	BOX_35	4143847	4143853	+	NA
pflDp3	BOX_10	4143942	4143947	+	NA
pflDp3	BOX_35	4143916	4143921	+	NA
yijOp5	BOX_10	4148435	4148440	-	NA
yijOp5	BOX_35	4148452	4148458	-	NA
yijPp9	BOX_10	4150317	4150322	-	NA
yijPp9	BOX_35	4150342	4150347	-	NA
argCp	BOX_10	4154871	4154876	+	NA
argCp	BOX_35	4154850	4154855	+	NA
argEp1	BOX_10	4154903	4154908	-	NA
argEp1	BOX_35	4154925	4154930	-	NA
oxySp	BOX_10	4158403	4158408	-	NA
oxySp	BOX_35	4158427	4158432	-	NA
oxyRp2	BOX_10	4158439	4158449	+	NA
oxyRp2	BOX_35	4158420	4158425	+	NA
oxyRp	BOX_10	4158444	4158449	+	NA
oxyRp	BOX_35	4158420	4158425	+	NA
trmAp	BOX_10	4163305	4163310	-	NA
trmAp	BOX_35	4163324	4163329	-	NA
btuBp	BOX_10	4163387	4163392	+	NA
btuBp	BOX_35	4163363	4163368	+	NA
rrsBp1	BOX_10	4166353	4166358	+	NA
rrsBp1	BOX_35	4166331	4166336	+	NA
rrsBp	BOX_10	4166360	4166365	+	NA
rrsBp	BOX_35	4166340	4166345	+	NA
rrsBp2	BOX_10	4166472	4166477	+	NA
rrsBp2	BOX_35	4166450	4166455	+	NA
thrUp	BOX_10	4175368	4175373	+	NA
thrUp	BOX_35	4175345	4175350	+	NA
yjaZp	BOX_10	4189738	4189743	+	NA
yjaZp	BOX_35	4189721	4189726	+	NA
nudCp5	BOX_10	4196703	4196708	+	NA
nudCp5	BOX_35	4196681	4196686	+	NA
nudCp2	BOX_10	4196708	4196713	+	NA
nudCp2	BOX_35	4196681	4196686	+	NA
rsdp2	BOX_10	4196863	4196868	-	NA
rsdp2	BOX_35	4196887	4196892	-	NA
rsdp1	BOX_10	4196962	4196972	-	NA
rsdp1	BOX_35	4196985	4196990	-	NA
yjaGp4	BOX_10	4199363	4199367	+	NA
yjaGp4	BOX_35	4199346	4199351	+	NA
hupAp	BOX_10	4200164	4200169	+	NA
hupAp	BOX_35	4200140	4200145	+	NA
yjaHp1	BOX_10	4200497	4200504	+	NA
yjaHp1	BOX_35	4200477	4200482	+	NA
zraPp	BOX_10	4201723	4201727	-	NA
zraPp	BOX_35	4201734	4201739	-	NA
zraSp	BOX_10	4201891	4201895	+	NA
zraSp	BOX_35	4201879	4201884	+	NA
purDp1	BOX_10	4205992	4205999	-	NA
purDp1	BOX_35	4206014	4206019	-	NA
purHp	BOX_10	4207634	4207639	-	NA
purHp	BOX_35	4207656	4207661	-	NA
rrsEp3	BOX_10	4207846	4207851	+	NA
rrsEp3	BOX_35	4207827	4207832	+	NA
rrsEp	BOX_10	4207849	4207854	+	NA
rrsEp	BOX_35	4207827	4207832	+	NA
rrsEp2	BOX_10	4207959	4207964	+	NA
rrsEp2	BOX_35	4207937	4207942	+	NA
yjaAp4	BOX_10	4213108	4213115	+	NA
yjaAp4	BOX_35	4213088	4213093	+	NA
yjaAp3	BOX_10	4213214	4213218	+	NA
yjaAp3	BOX_35	4213198	4213203	+	NA
metAp2	BOX_10	4214146	4214151	+	NA
metAp2	BOX_35	4214125	4214130	+	NA
yjaBp	BOX_10	4214162	4214167	-	NA
yjaBp	BOX_35	4214184	4214189	-	NA
metAp1	BOX_10	4214225	4214230	+	NA
metAp1	BOX_35	4214206	4214211	+	NA
aceBp	BOX_10	4215391	4215396	+	NA
aceBp	BOX_35	4215369	4215374	+	NA
arpAp8	BOX_10	4222519	4222524	-	NA
arpAp8	BOX_35	4222545	4222550	-	NA
arpAp1	BOX_10	4222635	4222641	-	NA
arpAp1	BOX_35	4222658	4222664	-	NA
arpAp9	BOX_10	4222696	4222701	-	NA
arpAp9	BOX_35	4222721	4222726	-	NA
metHp2	BOX_10	4223494	4223499	+	NA
metHp2	BOX_35	4223473	4223478	+	NA
metHp	BOX_10	4223776	4223781	+	NA
metHp	BOX_35	4223752	4223757	+	NA
rluFp6	BOX_10	4230149	4230156	+	NA
rluFp6	BOX_35	4230128	4230133	+	NA
rluFp1	BOX_10	4230297	4230303	+	NA
rluFp1	BOX_35	4230274	4230280	+	NA
lysCp1	BOX_10	4233541	4233546	-	NA
lysCp1	BOX_35	4233568	4233573	-	NA
lysCp2	BOX_10	4233625	4233630	-	NA
lysCp2	BOX_35	4233652	4233657	-	NA
pgip2	BOX_10	4233706	4233716	+	NA
pgip2	BOX_35	4233689	4233694	+	NA
pgip	BOX_10	4233711	4233716	+	NA
pgip	BOX_35	4233687	4233692	+	NA
yjbEp1	BOX_10	4235841	4235846	+	NA
yjbEp1	BOX_35	4235818	4235823	+	NA
yjbEp2	BOX_10	4235860	4235865	+	NA
yjbEp2	BOX_35	4235836	4235841	+	NA
psiEp	BOX_10	4240288	4240293	+	NA
psiEp	BOX_35	4240263	4240268	+	NA
xylEp8	BOX_10	4242266	4242272	-	NA
xylEp8	BOX_35	4242288	4242294	-	NA
xylEp1	BOX_10	4242275	4242281	-	NA
xylEp1	BOX_35	4242298	4242304	-	NA
malEp	BOX_10	4246467	4246472	-	NA
malEp	BOX_35	4246494	4246499	-	NA
malKp	BOX_10	4246724	4246729	+	NA
malKp	BOX_35	4246702	4246707	+	NA
ubiCp	BOX_10	4252432	4252437	+	NA
ubiCp	BOX_35	4252410	4252415	+	NA
plsBp	BOX_10	4256601	4256605	-	NA
plsBp	BOX_35	4256625	4256630	-	NA
lexAp	BOX_10	4257075	4257080	+	NA
lexAp	BOX_35	4257052	4257057	+	NA
zurp7	BOX_10	4260119	4260124	-	NA
zurp7	BOX_35	4260139	4260145	-	NA
zurp6	BOX_10	4260146	4260151	-	NA
zurp6	BOX_35	4260169	4260174	-	NA
yjbLp5	BOX_10	4260148	4260153	+	NA
yjbLp5	BOX_35	4260122	4260127	+	NA
dusAp9	BOX_10	4261590	4261595	+	NA
dusAp9	BOX_35	4261570	4261576	+	NA
dusAp6	BOX_10	4261646	4261651	+	NA
dusAp6	BOX_35	4261621	4261626	+	NA
pspGp	BOX_10	4262801	4262805	+	NA
pspGp	BOX_35	4262789	4262794	+	NA
tyrBp	BOX_10	4267070	4267075	+	NA
tyrBp	BOX_35	4267046	4267051	+	NA
uvrAp	BOX_10	4273939	4273944	-	NA
uvrAp	BOX_35	4273960	4273965	-	NA
ssbp3	BOX_10	4274003	4274008	+	NA
ssbp3	BOX_35	4273980	4273985	+	NA
ssbp2	BOX_10	4274072	4274077	+	NA
ssbp2	BOX_35	4274050	4274055	+	NA
ssbp1	BOX_10	4274086	4274091	+	NA
ssbp1	BOX_35	4274062	4274067	+	NA
soxSp	BOX_10	4277431	4277436	-	NA
soxSp	BOX_35	4277455	4277460	-	NA
soxRp	BOX_10	4277433	4277438	+	NA
soxRp	BOX_35	4277409	4277414	+	NA
ryjAp	BOX_10	4278073	4278078	-	NA
ryjAp	BOX_35	4278096	4278101	-	NA
yjcDp7	BOX_10	4278302	4278307	+	NA
yjcDp7	BOX_35	4278282	4278288	+	NA
yjcDp6	BOX_10	4278307	4278312	+	NA
yjcDp6	BOX_35	4278283	4278288	+	NA
yjcDp5	BOX_10	4278455	4278460	+	NA
yjcDp5	BOX_35	4278428	4278433	+	NA
yjcEp8	BOX_10	4279818	4279824	+	NA
yjcEp8	BOX_35	4279797	4279803	+	NA
yjcEp7	BOX_10	4279822	4279828	+	NA
yjcEp7	BOX_35	4279797	4279803	+	NA
yjcFp6	BOX_10	4283112	4283117	-	NA
yjcFp6	BOX_35	4283139	4283144	-	NA
actPp	BOX_10	4284948	4284952	-	NA
actPp	BOX_35	4284959	4284964	-	NA
acsp	BOX_10	4287397	4287404	-	NA
acsp	BOX_35	4287413	4287421	-	NA
acsp2	BOX_10	4287397	4287404	-	NA
acsp2	BOX_35	4287413	4287421	-	NA
acsp1	BOX_10	4287604	4287609	-	NA
acsp1	BOX_35	4287631	4287636	-	NA
nrfAp	BOX_10	4287659	4287664	+	NA
nrfAp	BOX_35	4287638	4287643	+	NA
gltPp8	BOX_10	4294256	4294262	+	NA
gltPp8	BOX_35	4294234	4294240	+	NA
gltPp6	BOX_10	4294296	4294301	+	NA
gltPp6	BOX_35	4294269	4294274	+	NA
gltPp1	BOX_10	4294365	4294371	+	NA
gltPp1	BOX_35	4294341	4294347	+	NA
yjcOp4	BOX_10	4297139	4297144	-	NA
yjcOp4	BOX_35	4297158	4297164	-	NA
yjcOp2	BOX_10	4297156	4297161	-	NA
yjcOp2	BOX_35	4297177	4297182	-	NA
yjcOp5	BOX_10	4297227	4297232	-	NA
yjcOp5	BOX_35	4297249	4297255	-	NA
yjcOp3	BOX_10	4297335	4297342	-	NA
yjcOp3	BOX_35	4297358	4297363	-	NA
fdhFp	BOX_10	4299417	4299421	-	NA
fdhFp	BOX_35	4299428	4299433	-	NA
mdtPp6	BOX_10	4301242	4301248	-	NA
mdtPp6	BOX_35	4301264	4301270	-	NA
alsKp1	BOX_10	4308001	4308006	-	NA
alsKp1	BOX_35	4308022	4308028	-	NA
alsEp2	BOX_10	4308670	4308675	-	NA
alsEp2	BOX_35	4308695	4308700	-	NA
alsEp3	BOX_10	4308673	4308678	-	NA
alsEp3	BOX_35	4308695	4308701	-	NA
alsRp2	BOX_10	4313142	4313147	-	NA
alsRp2	BOX_35	4313167	4313172	-	NA
alsRp1	BOX_10	4313142	4313147	-	NA
alsRp1	BOX_35	4313167	4313172	-	NA
rpiBp	BOX_10	4313245	4313250	+	NA
rpiBp	BOX_35	4313222	4313227	+	NA
phnCp	BOX_10	4325207	4325212	-	NA
phnCp	BOX_35	4325234	4325239	-	NA
yjdMp5	BOX_10	4326842	4326847	-	NA
yjdMp5	BOX_35	4326865	4326870	-	NA
rdcAp2	BOX_10	4327050	4327057	+	NA
rdcAp2	BOX_35	4327030	4327034	+	NA
rdcAp1	BOX_10	4327065	4327072	+	NA
rdcAp1	BOX_35	4327046	4327050	+	NA
proPp1	BOX_10	4330313	4330318	+	NA
proPp1	BOX_35	4330288	4330293	+	NA
proPp2	BOX_10	4330390	4330400	+	NA
proPp2	BOX_35	4330372	4330377	+	NA
basSp4	BOX_10	4333483	4333488	-	NA
basSp4	BOX_35	4333504	4333509	-	NA
adiCp7	BOX_10	4337209	4337214	-	NA
adiCp7	BOX_35	4337231	4337237	-	NA
adiYp	BOX_10	4338048	4338053	-	NA
adiYp	BOX_35	4338072	4338077	-	NA
adiAp	BOX_10	4340562	4340567	-	NA
adiAp	BOX_35	4340585	4340590	-	NA
melRp	BOX_10	4341657	4341662	-	NA
melRp	BOX_35	4341684	4341689	-	NA
melAp	BOX_10	4341875	4341880	+	NA
melAp	BOX_35	4341854	4341859	+	NA
fumBp	BOX_10	4347351	4347356	-	NA
fumBp	BOX_35	4347378	4347383	-	NA
dcuBp	BOX_10	4348774	4348779	-	NA
dcuRp	BOX_10	4350576	4350581	-	NA
dcuRp	BOX_35	4350603	4350608	-	NA
dcuSp	BOX_10	4351693	4351698	-	NA
dcuSp	BOX_35	4351715	4351720	-	NA
yjdKp3	BOX_10	4352379	4352384	+	NA
yjdKp3	BOX_35	4352354	4352359	+	NA
lysUp1	BOX_10	4354807	4354812	-	NA
lysUp1	BOX_35	4354834	4354839	-	NA
yjdLp2	BOX_10	4356418	4356423	-	NA
yjdLp2	BOX_35	4356441	4356446	-	NA
yjdLp1	BOX_10	4356467	4356472	-	NA
yjdLp1	BOX_35	4356488	4356493	-	NA
yjdLp4	BOX_10	4356513	4356520	-	NA
yjdLp4	BOX_35	4356535	4356540	-	NA
yjdLp3	BOX_10	4356524	4356529	-	NA
yjdLp3	BOX_35	4356547	4356552	-	NA
cadBp	BOX_10	4360114	4360119	-	NA
cadBp	BOX_35	4360140	4360145	-	NA
cadCp	BOX_10	4361967	4361972	-	NA
cadCp	BOX_35	4361991	4361996	-	NA
pheUp	BOX_10	4362635	4362640	-	NA
pheUp	BOX_35	4362660	4362665	-	NA
cutAp	BOX_10	4365398	4365403	-	NA
cutAp	BOX_35	4365422	4365427	-	NA
dcuAp	BOX_10	4366853	4366858	-	NA
dcuAp	BOX_35	4366875	4366880	-	NA
aspAp	BOX_10	4368439	4368444	-	NA
aspAp	BOX_35	4368464	4368469	-	NA
fxsAp	BOX_10	4368587	4368592	+	NA
fxsAp	BOX_35	4368569	4368574	+	NA
groSp2	BOX_10	4370600	4370605	+	NA
groSp2	BOX_35	4370580	4370585	+	NA
groSp	BOX_10	4370603	4370608	+	NA
groSp	BOX_35	4370580	4370585	+	NA
yjeJp7	BOX_10	4374375	4374380	-	NA
yjeJp7	BOX_35	4374397	4374403	-	NA
yjeJp6	BOX_10	4374409	4374414	-	NA
yjeJp6	BOX_35	4374431	4374436	-	NA
efpp	BOX_10	4375553	4375558	+	NA
efpp	BOX_35	4375531	4375536	+	NA
epmBp3	BOX_10	4375709	4375714	-	NA
epmBp3	BOX_35	4375735	4375740	-	NA
ecnBp	BOX_10	4376493	4376503	+	NA
ecnBp	BOX_35	4376473	4376478	+	NA
blcp	BOX_10	4377750	4377760	-	NA
blcp	BOX_35	4377772	4377777	-	NA
ampCp	BOX_10	4379011	4379016	-	NA
ampCp	BOX_35	4379033	4379038	-	NA
frdDp2	BOX_10	4379440	4379446	-	NA
frdDp2	BOX_35	4379464	4379470	-	NA
frdDp1	BOX_10	4379479	4379485	-	NA
frdDp1	BOX_35	4379503	4379509	-	NA
frdDp7	BOX_10	4379480	4379485	-	NA
frdDp7	BOX_35	4379505	4379510	-	NA
frdAp2	BOX_10	4382424	4382429	-	NA
frdAp2	BOX_35	4382445	4382450	-	NA
frdAp	BOX_10	4382424	4382429	-	NA
frdAp	BOX_35	4382445	4382450	-	NA
psdp	BOX_10	4390643	4390647	-	NA
psdp	BOX_35	4390664	4390669	-	NA
rsgAp12	BOX_10	4391572	4391577	-	NA
rsgAp12	BOX_35	4391593	4391598	-	NA
ornp5	BOX_10	4391574	4391579	+	NA
ornp5	BOX_35	4391550	4391555	+	NA
glyVp	BOX_10	4392297	4392302	+	NA
glyVp	BOX_35	4392275	4392280	+	NA
yjeVp	BOX_10	4392725	4392730	+	NA
yjeVp	BOX_35	4392702	4392707	+	NA
yjeFp1	BOX_10	4393665	4393670	+	NA
yjeFp1	BOX_35	4393640	4393645	+	NA
yjeFp2	BOX_10	4393925	4393930	+	NA
yjeFp2	BOX_35	4393899	4393904	+	NA
yjeFp3	BOX_10	4394025	4394030	+	NA
yjeFp3	BOX_35	4394001	4394006	+	NA
mutLp2	BOX_10	4397031	4397036	+	NA
mutLp2	BOX_35	4397011	4397016	+	NA
mutLp1	BOX_10	4397088	4397093	+	NA
mutLp1	BOX_35	4397064	4397069	+	NA
miaAp2	BOX_10	4398966	4398971	+	NA
miaAp2	BOX_35	4398946	4398951	+	NA
miaAp1	BOX_10	4399039	4399044	+	NA
miaAp1	BOX_35	4399013	4399018	+	NA
hfqp2	BOX_10	4399788	4399793	+	NA
hfqp2	BOX_35	4399765	4399770	+	NA
hfqp3	BOX_10	4400208	4400213	+	NA
hfqp3	BOX_35	4400183	4400188	+	NA
purAp	BOX_10	4404651	4404656	+	NA
purAp	BOX_35	4404628	4404633	+	NA
aidBp2	BOX_10	4414232	4414242	+	NA
aidBp2	BOX_35	4414215	4414220	+	NA
aidBp	BOX_10	4414237	4414242	+	NA
aidBp	BOX_35	4414210	4414215	+	NA
yjfPp4	BOX_10	4416746	4416751	+	NA
yjfPp4	BOX_35	4416727	4416733	+	NA
bsmAp	BOX_10	4416876	4416881	-	NA
yjfPp5	BOX_10	4416924	4416930	+	NA
yjfPp5	BOX_35	4416899	4416905	+	NA
ulaRp5	BOX_10	4418568	4418574	-	NA
ulaRp5	BOX_35	4418588	4418594	-	NA
ulaAp	BOX_10	4419915	4419920	+	NA
ulaAp	BOX_35	4419892	4419897	+	NA
yjfYp2	BOX_10	4424834	4424839	-	NA
yjfYp2	BOX_35	4424855	4424860	-	NA
rpsFp	BOX_10	4425014	4425019	+	NA
yjfZp8	BOX_10	4427522	4427527	-	NA
yjfZp8	BOX_35	4427549	4427554	-	NA
yjfZp7	BOX_10	4427532	4427537	-	NA
yjfZp7	BOX_35	4427549	4427555	-	NA
ytfFp6	BOX_10	4433138	4433142	-	NA
ytfFp6	BOX_35	4433148	4433153	-	NA
ytfFp5	BOX_10	4433153	4433158	-	NA
ytfFp5	BOX_35	4433176	4433181	-	NA
ytfHp5	BOX_10	4434070	4434075	+	NA
ytfHp5	BOX_35	4434047	4434052	+	NA
ytfHp6	BOX_10	4434092	4434098	+	NA
ytfHp6	BOX_35	4434070	4434076	+	NA
cpdBp	BOX_10	4436637	4436642	-	NA
cpdBp	BOX_35	4436658	4436663	-	NA
ytfIp11	BOX_10	4437604	4437611	+	NA
ytfIp11	BOX_35	4437583	4437588	+	NA
ytfIp10	BOX_10	4437660	4437665	+	NA
ytfIp10	BOX_35	4437637	4437642	+	NA
ytfIp4	BOX_10	4437662	4437667	+	NA
ytfIp4	BOX_35	4437637	4437642	+	NA
ytfIp9	BOX_10	4437690	4437695	+	NA
ytfIp9	BOX_35	4437664	4437669	+	NA
ytfJp	BOX_10	4439292	4439296	-	NA
ytfJp	BOX_35	4439314	4439319	-	NA
ytfKp	BOX_10	4439494	4439504	+	NA
ytfKp	BOX_35	4439476	4439481	+	NA
ytfLp3	BOX_10	4441326	4441331	-	NA
ytfLp3	BOX_35	4441351	4441356	-	NA
tamAp1	BOX_10	4442258	4442264	+	NA
tamAp1	BOX_35	4442234	4442240	+	NA
chpSp1	BOX_10	4448391	4448396	+	NA
chpSp1	BOX_35	4448367	4448372	+	NA
chpSp2	BOX_10	4448418	4448423	+	NA
chpSp2	BOX_35	4448397	4448402	+	NA
ytfQp6	BOX_10	4449805	4449811	+	NA
ytfQp6	BOX_35	4449779	4449785	+	NA
mplp	BOX_10	4455706	4455716	+	NA
mplp	BOX_35	4455690	4455695	+	NA
mplp1	BOX_10	4455711	4455716	+	NA
mplp1	BOX_35	4455685	4455690	+	NA
mplp2	BOX_10	4455749	4455754	+	NA
mplp2	BOX_35	4455726	4455731	+	NA
yjgAp8	BOX_10	4458021	4458026	-	NA
yjgAp8	BOX_35	4458048	4458053	-	NA
yjgAp11	BOX_10	4458052	4458059	-	NA
yjgAp11	BOX_35	4458075	4458080	-	NA
yjgAp9	BOX_10	4458071	4458078	-	NA
yjgAp9	BOX_35	4458093	4458098	-	NA
yjgAp5	BOX_10	4458086	4458093	-	NA
yjgAp5	BOX_35	4458109	4458114	-	NA
nrdDp	BOX_10	4462846	4462851	-	NA
nrdDp	BOX_35	4462873	4462878	-	NA
treBp	BOX_10	4466219	4466224	-	NA
treBp	BOX_35	4466240	4466245	-	NA
mgtAp2	BOX_10	4467272	4467277	+	NA
mgtAp2	BOX_35	4467251	4467256	+	NA
treRp1	BOX_10	4467273	4467278	-	NA
treRp1	BOX_35	4467300	4467305	-	NA
treRp2	BOX_10	4467281	4467286	-	NA
treRp2	BOX_35	4467303	4467308	-	NA
mgtAp1	BOX_10	4467350	4467355	+	NA
mgtAp1	BOX_35	4467324	4467329	+	NA
treRp4	BOX_10	4467351	4467356	-	NA
treRp4	BOX_35	4467376	4467381	-	NA
pyrLp2	BOX_10	4472559	4472564	-	NA
pyrLp2	BOX_35	4472581	4472586	-	NA
pyrLp1	BOX_10	4472752	4472757	-	NA
bdcAp	BOX_10	4474070	4474075	-	NA
bdcAp	BOX_35	4474096	4474101	-	NA
bdcRp4	BOX_10	4474086	4474091	+	NA
bdcRp4	BOX_35	4474063	4474068	+	NA
tabAp5	BOX_10	4474770	4474777	+	NA
