Position	Strand	Coverage_WT1	Coverage_WT2	Coverage_WT3	MethylPercent_WT1	MethylPercent_WT2	MethylPercent_WT3	Coverage_Mean	MethylPercent_Mean
4069644	Minus	50	52	65	0.94	0.9231	0.9077	55.66666667	0.9236
4069947	Plus	55	67	51	0.9818	0.9254	0.9608	57.66666667	0.956
4069948	Minus	50	57	66	0.98	0.9298	0.9545	57.66666667	0.954766667
4070181	Plus	58	71	52	0.9138	0.9155	0.9231	60.33333333	0.917466667
4070182	Minus	49	53	66	0.9184	0.9434	0.9545	56	0.938766667
4070510	Plus	55	64	55	1	0.9375	0.9091	58	0.948866667
4070511	Minus	49	47	63	0.9592	0.9149	0.8889	53	0.921
4070588	Plus	58	65	57	0.9655	0.9692	0.9649	60	0.966533333
4070589	Minus	47	49	67	0.9787	0.9592	0.8806	54.33333333	0.9395
4070755	Plus	56	64	54	0.9643	0.9062	0.963	58	0.9445
4070756	Minus	45	53	69	0.9556	0.9057	0.942	55.66666667	0.934433333
4071008	Plus	58	62	55	1	0.9516	0.9818	58.33333333	0.9778
4071009	Minus	44	54	59	1	0.9815	0.9831	52.33333333	0.9882
4071172	Plus	60	57	56	0.9667	1	0.9821	57.66666667	0.982933333
4071173	Minus	43	55	61	1	0.9636	0.9836	53	0.9824
4071529	Plus	60	62	56	0.9333	1	0.9643	59.33333333	0.965866667
4071530	Minus	48	54	59	0.9792	0.9444	0.9831	53.66666667	0.9689
4071602	Plus	59	58	56	0.9661	0.9828	0.9643	57.66666667	0.971066667
4071603	Minus	47	53	61	0.9362	0.9057	0.9836	53.66666667	0.941833333
4071981	Plus	53	62	58	0.9623	0.9516	0.9828	57.66666667	0.965566667
4071982	Minus	45	53	57	1	0.9811	0.9825	51.66666667	0.987866667
4072122	Plus	58	58	60	0.9655	1	0.9833	58.66666667	0.982933333
4072123	Minus	46	58	57	0.9783	0.9828	0.9825	53.66666667	0.9812
4072136	Plus	55	56	61	1	0.9643	0.9344	57.33333333	0.966233333
4072137	Minus	45	56	57	0.9556	0.9464	0.9825	52.66666667	0.9615
4072308	Plus	52	56	62	0.9808	1	1	56.66666667	0.9936
4072309	Minus	44	57	57	0.9773	0.9474	0.9474	52.66666667	0.957366667
4072454	Plus	57	58	61	0.9474	0.9828	0.9344	58.66666667	0.954866667
4072455	Minus	47	57	64	0.8723	0.9825	0.9219	56	0.925566667
4072586	Plus	57	56	60	0.9298	0.9464	1	57.66666667	0.958733333
4072587	Minus	51	57	65	0.9608	0.9825	0.9385	57.66666667	0.9606
4072849	Plus	56	59	55	0.9643	0.9661	0.9091	56.66666667	0.9465
4072850	Minus	49	58	60	0.9388	0.9483	0.9833	55.66666667	0.9568
4072864	Plus	59	60	55	0.9661	0.9833	0.9818	58	0.977066667
4072865	Minus	50	60	60	0.96	1	1	56.66666667	0.986666667
4072868	Plus	59	62	58	0.9831	0.9839	0.931	59.66666667	0.966
4072869	Minus	48	59	59	0.9792	0.9661	0.9661	55.33333333	0.970466667
4072888	Plus	55	56	56	0.9091	0.9464	0.9286	55.66666667	0.928033333
4072889	Minus	50	57	57	0.9	0.8947	0.8772	54.66666667	0.890633333
4073069	Plus	61	62	58	1	0.9677	1	60.33333333	0.989233333
4073070	Minus	50	60	61	1	0.9667	0.9672	57	0.977966667
4073096	Plus	62	61	55	1	1	0.9636	59.33333333	0.987866667
4073097	Minus	49	58	57	0.9592	0.931	0.9298	54.66666667	0.94
4073123	Plus	62	64	56	1	1	1	60.66666667	1
4073124	Minus	49	60	59	1	0.9667	0.9661	56	0.9776
4073365	Plus	67	60	53	0.9403	1	0.9623	60	0.967533333
4073366	Minus	48	58	60	0.9583	0.9655	0.9833	55.33333333	0.969033333
4073639	Plus	58	55	46	0.7586	0.7091	0.6957	53	0.721133333
4073640	Minus	36	50	43	0.2778	0.3	0.3488	43	0.308866667
4073776	Plus	66	56	57	0.9848	0.9643	0.9474	59.66666667	0.9655
4073777	Minus	43	58	63	0.9302	0.9138	0.9048	54.66666667	0.916266667
4074079	Plus	60	56	63	0.9333	0.9464	0.9683	59.66666667	0.949333333
4074080	Minus	42	58	60	0.9286	0.8966	0.9167	53.33333333	0.913966667
4074265	Plus	57	54	62	0.9474	0.963	0.9355	57.66666667	0.948633333
4074266	Minus	43	58	63	0.9535	0.9138	0.9524	54.66666667	0.9399
4074588	Plus	53	60	63	1	0.9833	0.9683	58.66666667	0.983866667
4074589	Minus	44	58	67	1	1	0.9701	56.33333333	0.990033333
4074601	Plus	51	61	61	0.9412	0.9508	0.9672	57.66666667	0.953066667
4074602	Minus	43	59	68	0.9302	0.9831	1	56.66666667	0.9711
4074611	Plus	53	61	61	0.9434	0.9508	0.9344	58.33333333	0.942866667
4074612	Minus	47	58	69	0.9787	0.931	0.9855	58	0.965066667
4074723	Plus	51	55	61	1	0.9273	0.9672	55.66666667	0.964833333
4074724	Minus	44	57	70	1	0.9649	0.9429	57	0.969266667
4075134	Plus	49	58	61	0.9592	0.9483	1	56	0.969166667
4075135	Minus	41	51	66	0.9756	0.9608	0.9848	52.66666667	0.973733333
4075303	Plus	50	59	65	0.9	0.9661	0.9385	58	0.934866667
4075304	Minus	41	51	69	1	0.9804	1	53.66666667	0.993466667
4075820	Plus	46	53	66	0.9565	0.9434	0.9848	55	0.961566667
4075821	Minus	34	50	65	0.8529	0.94	0.8923	49.66666667	0.895066667
4075959	Plus	50	52	65	0.98	0.9423	0.9231	55.66666667	0.948466667
4075960	Minus	35	51	69	0.9429	1	0.942	51.66666667	0.961633333
4076473	Plus	52	53	67	0.9231	0.9811	0.9701	57.33333333	0.9581
4076474	Minus	32	51	72	1	0.9804	0.9444	51.66666667	0.974933333
4076623	Plus	56	52	70	0.9643	0.9038	0.9571	59.33333333	0.941733333
4076624	Minus	33	51	71	0.9697	1	0.9296	51.66666667	0.966433333
4076660	Plus	56	53	70	1	0.9811	0.9571	59.66666667	0.9794
4076661	Minus	34	49	73	0.9706	0.9796	0.9589	52	0.9697
4076716	Plus	53	54	71	0.9623	0.9259	0.9859	59.33333333	0.958033333
4076717	Minus	35	48	71	0.9714	1	0.9437	51.33333333	0.9717
4076887	Plus	48	52	68	0.8542	0.9423	0.9412	56	0.912566667
4076888	Minus	33	47	67	0.9697	0.8936	0.9851	49	0.949466667
4077313	Plus	55	53	71	1	0.9811	0.9155	59.66666667	0.965533333
4077314	Minus	37	48	74	1	1	0.9865	53	0.9955
4078281	Plus	54	64	66	0.9815	0.9844	0.9697	61.33333333	0.978533333
4078282	Minus	42	46	65	0.9524	0.9783	0.9538	51	0.9615
4079377	Plus	49	61	67	0.9796	0.918	0.9254	59	0.941
4079378	Minus	39	40	61	1	0.925	0.9508	46.66666667	0.9586
4079484	Plus	39	49	49	0.6667	0.6122	0.551	45.66666667	0.609966667
4079485	Minus	35	39	50	0.6	0.5641	0.62	41.33333333	0.5947
4079803	Plus	49	58	66	0.898	0.9655	0.9394	57.66666667	0.9343
4079804	Minus	42	39	63	0.9762	0.9487	0.8889	48	0.937933333
4079857	Plus	42	57	63	0.9048	0.8596	0.9048	54	0.889733333
4079858	Minus	43	43	62	0.9535	0.9535	0.9194	49.33333333	0.942133333
4080419	Plus	53	53	62	0.9811	1	0.9516	56	0.977566667
4080420	Minus	42	52	58	0.9286	0.9615	0.9483	50.66666667	0.946133333
4080705	Plus	56	57	62	0.9464	0.9298	0.9839	58.33333333	0.953366667
4080706	Minus	49	50	61	1	0.96	0.9836	53.33333333	0.9812
4081001	Plus	60	56	64	1	0.9821	0.9688	60	0.983633333
4081002	Minus	50	53	67	0.96	1	1	56.66666667	0.986666667
4081424	Plus	61	58	71	0.9672	0.9655	1	63.33333333	0.977566667
4081425	Minus	43	51	67	0.9767	1	0.9552	53.66666667	0.9773
4081577	Plus	56	59	71	1	0.9831	0.9718	62	0.984966667
4081578	Minus	44	52	70	0.9773	0.9808	0.9857	55.33333333	0.981266667
4081802	Plus	58	58	70	1	1	0.9714	62	0.990466667
4081803	Minus	47	52	73	0.9787	0.9615	0.9863	57.33333333	0.9755
4082115	Plus	54	61	67	0.9259	0.9672	0.9552	60.66666667	0.949433333
4082116	Minus	45	51	74	0.9778	1	1	56.66666667	0.9926
4082445	Plus	57	62	64	0.9123	1	0.9375	61	0.949933333
4082446	Minus	45	50	71	0.9778	0.96	1	55.33333333	0.979266667
4082476	Plus	54	60	66	0.9444	0.95	0.9697	60	0.9547
4082477	Minus	45	52	68	0.9778	1	1	55	0.9926
4083444	Plus	55	61	63	0.9818	0.9836	0.9841	59.66666667	0.983166667
4083445	Minus	44	51	66	1	0.9412	0.9697	53.66666667	0.9703
4083465	Plus	54	62	64	1	0.9839	0.9531	60	0.979
4083466	Minus	47	52	63	1	0.9423	0.9365	54	0.9596
4083549	Plus	59	62	62	0.9831	1	0.9839	61	0.989
4083550	Minus	46	53	63	0.9783	0.9623	0.9841	54	0.9749
4083702	Plus	59	62	60	1	0.9677	0.9667	60.33333333	0.978133333
4083703	Minus	43	53	62	0.9767	1	0.9839	52.66666667	0.986866667
4083868	Plus	54	61	64	1	0.9672	0.9844	59.66666667	0.983866667
4083869	Minus	42	51	63	0.9048	0.9608	1	52	0.9552
4084003	Plus	53	61	62	1	0.9672	0.9355	58.66666667	0.967566667
4084004	Minus	41	51	57	0.9024	0.8039	0.9123	49.66666667	0.872866667
4084114	Plus	58	59	61	0.8966	0.8983	0.8689	59.33333333	0.887933333
4084115	Minus	46	52	61	0.9348	0.9615	0.9344	53	0.943566667
4084392	Plus	56	60	67	0.9643	0.95	0.9552	61	0.9565
4084393	Minus	44	53	67	0.9545	0.9434	0.9552	54.66666667	0.951033333
4084540	Plus	53	59	67	0.9811	1	0.9701	59.66666667	0.983733333
4084541	Minus	44	52	62	0.9773	1	1	52.66666667	0.992433333
4084891	Plus	56	57	65	0.9821	0.9649	0.9538	59.33333333	0.966933333
4084892	Minus	43	51	65	1	0.9804	0.9538	53	0.978066667
4085046	Plus	56	60	64	0.9821	0.9833	1	60	0.988466667
4085047	Minus	41	52	65	1	0.9615	0.9692	52.66666667	0.9769
4085050	Plus	56	56	65	0.9821	0.9464	0.9538	59	0.960766667
4085051	Minus	42	54	65	0.9762	0.963	0.9692	53.66666667	0.969466667
4085430	Plus	58	60	58	1	0.9667	0.9828	58.66666667	0.983166667
4085431	Minus	42	53	66	0.9762	0.9623	0.9697	53.66666667	0.9694
4085574	Plus	58	64	52	0.9828	0.9688	0.9615	58	0.971033333
4085575	Minus	39	54	65	0.9744	0.9259	0.9538	52.66666667	0.951366667
4085580	Plus	59	63	52	0.9153	0.9683	0.9423	58	0.941966667
4085581	Minus	38	52	68	0.9737	0.9038	0.9853	52.66666667	0.954266667
4085791	Plus	54	62	53	0.9444	0.871	0.8868	56.33333333	0.900733333
4085792	Minus	40	54	62	0.85	0.9444	0.9355	52	0.909966667
4086452	Plus	55	62	53	0.9818	0.9677	0.8868	56.66666667	0.945433333
4086453	Minus	45	58	65	0.9778	1	0.9846	56	0.987466667
4087269	Plus	56	56	54	0.9821	0.9464	0.963	55.33333333	0.963833333
4087270	Minus	42	59	64	0.9286	0.9492	0.9844	55	0.954066667
4088246	Plus	51	49	56	0.9608	1	0.9821	52	0.980966667
4088247	Minus	44	67	63	0.9773	0.9851	0.9683	58	0.9769
4088663	Plus	50	51	51	0.94	0.9804	1	50.66666667	0.973466667
4088664	Minus	44	59	71	0.9773	0.9492	0.9718	58	0.9661
4088804	Plus	51	54	53	1	1	1	52.66666667	1
4088805	Minus	41	64	73	0.9756	0.9844	0.9315	59.33333333	0.963833333
4088858	Plus	51	52	50	0.9608	1	0.96	51	0.9736
4088859	Minus	45	62	73	1	1	1	60	1
4088863	Plus	48	49	51	0.9792	0.9796	0.9804	49.33333333	0.979733333
4088864	Minus	44	64	73	0.9318	0.9844	0.9863	60.33333333	0.9675
4089397	Plus	47	54	53	0.9787	0.9444	1	51.33333333	0.974366667
4089398	Minus	45	62	76	0.9556	0.9355	0.9342	61	0.941766667
4089616	Plus	48	51	59	0.9792	0.9804	0.9492	52.66666667	0.9696
4089617	Minus	45	64	81	1	0.9688	0.963	63.33333333	0.977266667
4089823	Plus	45	52	54	0.9778	0.9808	0.963	50.33333333	0.973866667
4089824	Minus	46	63	75	0.9348	1	0.96	61.33333333	0.964933333
4090252	Plus	47	51	50	0.9574	0.9608	1	49.33333333	0.972733333
4090253	Minus	47	62	82	0.9362	0.9839	1	63.66666667	0.973366667
4091060	Plus	48	53	67	0.9583	0.9434	0.9851	56	0.962266667
4091061	Minus	53	62	77	1	0.9839	0.9481	64	0.977333333
4091114	Plus	49	52	70	0.9796	1	0.9714	57	0.983666667
4091115	Minus	52	63	80	1	0.9365	0.95	65	0.962166667
4091573	Plus	44	54	72	0.9773	1	0.9861	56.66666667	0.9878
4091574	Minus	46	61	82	0.913	0.9344	0.939	63	0.9288
4091801	Plus	46	49	72	1	0.9796	0.9861	55.66666667	0.988566667
4091802	Minus	47	67	84	0.8511	0.9851	0.9405	66	0.925566667
4092142	Plus	47	51	73	1	0.9804	0.9726	57	0.984333333
4092143	Minus	46	68	85	0.9565	0.9706	0.9765	66.33333333	0.967866667
4092317	Plus	48	51	73	0.9583	1	0.9178	57.33333333	0.9587
4092318	Minus	44	65	80	0.9091	0.9385	0.8875	63	0.9117
4092338	Plus	49	48	71	0.9592	0.8958	0.9577	56	0.937566667
4092339	Minus	46	64	83	0.913	0.9688	0.9398	64.33333333	0.940533333
4092497	Plus	52	50	73	0.9808	1	0.9589	58.33333333	0.9799
4092498	Minus	47	70	85	0.9574	0.9714	0.9529	67.33333333	0.960566667
4092531	Plus	52	51	73	0.9808	1	0.9863	58.66666667	0.989033333
4092532	Minus	45	70	84	0.9556	0.9714	0.9643	66.33333333	0.963766667
4093434	Plus	41	50	71	0.878	0.98	0.9155	54	0.9245
4093435	Minus	57	71	85	0.9649	0.9859	0.9882	71	0.979666667
4093830	Plus	43	47	77	0.9535	0.9787	0.974	55.66666667	0.968733333
4093831	Minus	46	68	83	0.9348	0.9412	0.9157	65.66666667	0.930566667
4093857	Plus	43	49	80	1	0.9184	0.95	57.33333333	0.956133333
4093858	Minus	49	67	83	0.9592	0.9552	0.988	66.33333333	0.967466667
4093865	Plus	42	49	81	0.881	0.9796	0.9259	57.33333333	0.928833333
4093866	Minus	48	68	84	0.9583	0.9559	0.9881	66.66666667	0.967433333
4094018	Plus	41	49	75	0.9268	0.9796	0.9733	55	0.9599
4094019	Minus	48	70	88	0.9792	0.9286	0.9886	68.66666667	0.965466667
4094232	Plus	41	48	74	1	0.9583	0.9595	54.33333333	0.9726
4094233	Minus	51	70	83	0.9412	0.9857	0.988	68	0.971633333
4095035	Plus	48	53	72	0.9792	0.9623	0.9583	57.66666667	0.9666
4095036	Minus	51	61	82	0.9804	0.9672	0.9878	64.66666667	0.978466667
4095095	Plus	48	51	74	1	1	0.973	57.66666667	0.991
4095096	Minus	52	59	82	0.9808	0.9831	0.9634	64.33333333	0.975766667
4095348	Plus	47	52	78	0.9787	0.9615	0.9744	59	0.971533333
4095349	Minus	56	61	83	0.9821	0.9672	0.988	66.66666667	0.9791
4095426	Plus	55	54	80	0.9636	0.9815	0.9625	63	0.9692
4095427	Minus	57	60	84	0.9649	0.9333	0.9762	67	0.958133333
4095503	Plus	54	52	80	0.9815	0.9808	1	62	0.987433333
4095504	Minus	54	57	78	0.9815	0.9825	0.9872	63	0.983733333
4095654	Plus	55	50	80	0.9273	0.94	0.9375	61.66666667	0.934933333
4095655	Minus	54	57	79	0.9259	0.8947	0.9114	63.33333333	0.910666667
4095749	Plus	54	48	76	0.9444	0.9792	0.9474	59.33333333	0.957
4095750	Minus	54	57	77	0.963	0.8947	0.961	62.66666667	0.939566667
4095890	Plus	55	51	75	0.9273	0.9608	0.9733	60.33333333	0.9538
4095891	Minus	58	63	79	1	0.9524	1	66.66666667	0.984133333
4096184	Plus	58	50	79	0.9655	1	0.9747	62.33333333	0.980066667
4096185	Minus	54	61	78	0.963	0.9672	0.9744	64.33333333	0.9682
4096370	Plus	60	52	77	0.95	0.9808	0.974	63	0.968266667
4096371	Minus	53	63	80	0.9811	0.9683	0.9875	65.33333333	0.978966667
4096438	Plus	54	52	77	0.9444	0.9808	0.987	61	0.970733333
4096439	Minus	56	64	81	0.9821	1	1	67	0.994033333
4096507	Plus	58	53	77	0.9655	1	0.961	62.66666667	0.9755
4096508	Minus	57	60	79	0.9298	0.9167	0.9494	65.33333333	0.931966667
4097419	Plus	61	61	79	1	0.9836	0.962	67	0.981866667
4097420	Minus	55	65	81	0.9636	0.9538	0.9753	67	0.964233333
4097455	Plus	60	60	73	0.9667	0.9833	0.9452	64.33333333	0.965066667
4097456	Minus	56	66	81	0.9286	0.9848	0.963	67.66666667	0.9588
4097935	Plus	64	57	75	0.9688	0.8947	0.9733	65.33333333	0.9456
4097936	Minus	54	63	66	0.9259	0.9841	1	61	0.97
4097941	Plus	61	57	73	0.9672	0.9825	0.9726	63.66666667	0.9741
4097942	Minus	51	62	67	0.9412	0.9516	0.9104	60	0.9344
4098004	Plus	63	58	75	0.9841	0.9828	1	65.33333333	0.988966667
4098005	Minus	55	63	66	0.9818	0.9683	0.9697	61.33333333	0.973266667
4098177	Plus	58	58	77	0.9138	0.9483	0.987	64.33333333	0.9497
4098178	Minus	53	62	66	0.9623	0.9839	0.9697	60.33333333	0.971966667
4098319	Plus	59	57	77	0.8983	0.9825	0.9221	64.33333333	0.9343
4098320	Minus	50	62	68	0.94	0.9677	0.9853	60	0.964333333
4098809	Plus	54	58	74	0.8704	0.9483	0.9595	62	0.926066667
4098810	Minus	58	62	69	1	1	1	63	1
4098836	Plus	54	61	75	0.9259	0.9836	0.9467	63.33333333	0.952066667
4098837	Minus	58	63	64	0.9483	0.9683	0.9531	61.66666667	0.956566667
4098887	Plus	56	62	75	1	0.9516	0.9333	64.33333333	0.961633333
4098888	Minus	58	61	65	0.9655	1	0.9846	61.33333333	0.983366667
4099762	Plus	56	65	63	0.9821	0.9692	0.9841	61.33333333	0.978466667
4099763	Minus	50	63	73	0.96	0.9683	0.9589	62	0.9624
4099849	Plus	55	66	67	0.8727	0.9394	0.9403	62.66666667	0.917466667
4099850	Minus	48	63	61	0.8958	0.9365	0.8525	57.33333333	0.894933333
4099902	Plus	56	67	69	1	1	0.9855	64	0.995166667
4099903	Minus	50	62	73	0.98	0.9839	0.9726	61.66666667	0.978833333
4100272	Plus	52	63	68	0.9423	0.9524	0.9412	61	0.9453
4100273	Minus	59	60	68	0.9831	0.9667	0.9853	62.33333333	0.978366667
4100485	Plus	57	67	69	0.9474	0.9403	0.9565	64.33333333	0.948066667
4100486	Minus	57	58	66	0.9649	0.9828	0.9697	60.33333333	0.972466667
4100981	Plus	56	67	66	0.9643	0.9851	0.9394	63	0.962933333
4100982	Minus	55	56	65	1	0.9464	0.9231	58.66666667	0.9565
4101517	Plus	60	70	69	0.9167	0.9	0.942	66.33333333	0.919566667
4101518	Minus	56	55	57	0.9643	0.9636	0.8421	56	0.923333333
4101541	Plus	58	65	62	0.931	0.9385	0.9516	61.66666667	0.940366667
4101542	Minus	44	46	50	0.5909	0.6957	0.74	46.66666667	0.675533333
4101583	Plus	53	62	60	0.8868	0.9355	0.9	58.33333333	0.907433333
4101584	Minus	50	55	49	0.84	0.9091	0.898	51.33333333	0.882366667
4101800	Plus	60	66	65	0.9833	0.9394	0.9385	63.66666667	0.953733333
4101801	Minus	60	56	57	0.9667	0.9286	0.9825	57.66666667	0.959266667
4102368	Plus	59	66	66	0.9492	0.9697	0.9545	63.66666667	0.9578
4102369	Minus	55	54	65	0.9455	1	0.9385	58	0.961333333
4103378	Plus	48	69	70	0.9375	0.9855	0.9286	62.33333333	0.950533333
4103379	Minus	50	52	80	0.98	0.9808	0.95	60.66666667	0.970266667
4103461	Plus	49	66	74	0.9796	0.9697	0.973	63	0.9741
4103462	Minus	50	55	79	0.94	1	0.9494	61.33333333	0.963133333
4103743	Plus	49	66	73	1	0.9394	0.9863	62.66666667	0.975233333
4103744	Minus	51	58	73	1	1	0.9726	60.66666667	0.990866667
4103791	Plus	48	67	72	1	0.9701	0.9444	62.33333333	0.9715
4103792	Minus	49	59	78	1	0.9831	0.9359	62	0.973
4104106	Plus	50	66	72	0.94	0.9848	0.9722	62.66666667	0.965666667
4104107	Minus	48	56	76	0.9583	0.9821	0.9605	60	0.966966667
4104113	Plus	51	68	72	0.9804	0.9706	0.9444	63.66666667	0.965133333
4104114	Minus	48	58	78	0.9792	0.9828	0.9872	61.33333333	0.983066667
4104628	Plus	49	72	73	1	1	0.9863	64.66666667	0.995433333
4104629	Minus	45	58	70	0.9111	0.931	0.9429	57.66666667	0.928333333
4104665	Plus	50	72	72	1	0.9861	0.9722	64.66666667	0.9861
4104666	Minus	45	58	73	0.9556	0.9655	0.9863	58.66666667	0.969133333
4104692	Plus	50	70	74	0.98	0.9571	0.973	64.66666667	0.970033333
4104693	Minus	46	59	68	1	0.9831	1	57.66666667	0.994366667
4104796	Plus	51	68	69	0.9804	1	1	62.66666667	0.993466667
4104797	Minus	46	58	65	0.9348	0.9138	0.9231	56.33333333	0.9239
4105041	Plus	55	72	67	1	0.9861	0.9851	64.66666667	0.9904
4105042	Minus	51	60	70	0.9804	0.9833	0.9857	60.33333333	0.983133333
4105330	Plus	54	68	64	0.9444	0.9706	0.9844	62	0.966466667
4105331	Minus	53	60	72	1	0.9667	0.9722	61.66666667	0.979633333
4105359	Plus	53	68	65	0.9245	0.9853	0.9692	62	0.959666667
4105360	Minus	53	59	70	0.9811	1	0.9857	60.66666667	0.988933333
4105416	Plus	54	67	64	0.963	0.9701	1	61.66666667	0.9777
4105417	Minus	49	54	70	0.9388	1	0.9571	57.66666667	0.9653
4105554	Plus	50	67	60	0.98	0.9552	0.9333	59	0.956166667
4105555	Minus	53	56	76	0.9811	0.9286	0.9474	61.66666667	0.952366667
4106001	Plus	54	66	61	0.9444	0.9697	0.918	60.33333333	0.944033333
4106002	Minus	54	53	75	0.9444	1	0.96	60.66666667	0.968133333
4106806	Plus	56	65	66	0.9643	0.9846	0.9848	62.33333333	0.9779
4106807	Minus	55	58	81	0.9818	0.9655	0.963	64.66666667	0.9701
4107088	Plus	54	72	66	0.9444	0.9861	0.9848	64	0.971766667
4107089	Minus	53	59	79	0.9811	0.9831	0.9747	63.66666667	0.979633333
4107166	Plus	54	71	62	0.963	0.9577	1	62.33333333	0.973566667
4107167	Minus	50	55	83	0.98	0.9273	0.9277	62.66666667	0.945
4107262	Plus	52	70	61	0.9615	0.9429	0.8852	61	0.929866667
4107263	Minus	53	58	85	1	0.8793	0.9412	65.33333333	0.940166667
4107299	Plus	57	71	60	0.9649	0.9577	0.9667	62.66666667	0.9631
4107300	Minus	50	58	80	0.98	0.8966	0.925	62.66666667	0.933866667
4107483	Plus	52	67	56	0.9231	0.9403	0.9286	58.33333333	0.930666667
4107484	Minus	44	50	71	0.9545	0.84	0.8592	55	0.884566667
4107735	Plus	57	73	63	0.9825	0.9726	0.9841	64.33333333	0.979733333
4107736	Minus	51	62	86	0.9608	0.9677	0.9302	66.33333333	0.9529
4108002	Plus	55	70	66	0.9636	0.9857	0.9848	63.66666667	0.978033333
4108003	Minus	50	66	79	1	0.9697	0.9494	65	0.973033333
4108078	Plus	54	70	66	0.9074	0.9714	0.9242	63.33333333	0.934333333
4108079	Minus	49	63	78	0.9796	0.9365	0.9359	63.33333333	0.950666667
4108203	Plus	53	73	68	0.9811	0.9863	0.9706	64.66666667	0.979333333
4108204	Minus	51	72	76	1	0.9583	0.9605	66.33333333	0.972933333
4108372	Plus	55	72	66	1	1	0.9697	64.33333333	0.9899
4108373	Minus	51	71	75	0.9608	1	0.9467	65.66666667	0.969166667
4108922	Plus	60	75	72	1	0.9733	0.9444	69	0.972566667
4108923	Minus	48	67	77	0.9792	0.9851	0.987	64	0.983766667
4109137	Plus	58	76	77	0.9828	0.9737	0.987	70.33333333	0.981166667
4109138	Minus	51	68	76	1	0.9559	0.9737	65	0.976533333
4109215	Plus	58	76	75	0.9483	0.9868	0.9867	69.66666667	0.973933333
4109216	Minus	52	69	76	1	0.971	0.9605	65.66666667	0.977166667
4109231	Plus	56	77	73	0.9643	0.987	0.9863	68.66666667	0.9792
4109232	Minus	52	69	79	0.9808	0.971	0.962	66.66666667	0.971266667
4109257	Plus	58	74	73	0.9828	0.9459	0.9863	68.33333333	0.971666667
4109258	Minus	52	69	73	1	0.9855	0.9726	64.66666667	0.986033333
4109342	Plus	57	77	75	0.9649	0.987	0.9467	69.66666667	0.9662
4109343	Minus	53	68	76	0.9811	0.9706	0.9868	65.66666667	0.9795
4109804	Plus	56	72	71	1	0.9583	0.9859	66.33333333	0.9814
4109805	Minus	46	66	82	0.9565	0.9697	0.9756	64.66666667	0.967266667
4109809	Plus	56	72	73	1	0.9444	1	67	0.981466667
4109810	Minus	46	65	78	0.9783	1	0.9359	63	0.9714
4110135	Plus	51	71	72	0.902	0.9155	0.9167	64.66666667	0.9114
4110136	Minus	49	65	81	0.9796	0.9692	0.9753	65	0.9747
4110210	Plus	54	77	71	1	0.961	0.9155	67.33333333	0.958833333
4110211	Minus	52	67	81	1	1	1	66.66666667	1
4110291	Plus	52	78	70	0.9423	0.9744	0.9571	66.66666667	0.957933333
4110292	Minus	52	69	79	1	1	0.9873	66.66666667	0.995766667
4110311	Plus	52	79	70	0.9808	0.9747	0.9143	67	0.9566
4110312	Minus	48	66	79	0.9583	1	0.962	64.33333333	0.973433333
4110660	Plus	57	73	63	0.9649	0.9863	1	64.33333333	0.983733333
4110661	Minus	50	65	68	0.9	0.9385	0.9853	61	0.941266667
4110891	Plus	58	71	63	0.9655	1	1	64	0.9885
4110892	Minus	50	66	76	1	0.9848	0.9868	64	0.990533333
4111068	Plus	55	73	61	0.9818	0.9726	1	63	0.9848
4111069	Minus	51	70	79	1	0.9714	0.9747	66.66666667	0.982033333
4111182	Plus	58	76	59	0.9483	0.9605	0.9831	64.33333333	0.963966667
4111183	Minus	48	68	76	0.9792	0.9706	0.9342	64	0.961333333
4111823	Plus	54	70	61	0.9444	0.9429	0.9508	61.66666667	0.946033333
4111824	Minus	50	70	80	0.94	0.9429	0.9125	66.66666667	0.9318
4112086	Plus	51	66	62	0.902	0.9697	0.9355	59.66666667	0.935733333
4112087	Minus	49	73	82	0.8776	0.9178	0.8415	68	0.878966667
4112517	Plus	56	72	69	0.9821	0.9861	1	65.66666667	0.9894
4112518	Minus	56	71	84	1	0.9577	0.9167	70.33333333	0.958133333
4112661	Plus	57	64	70	0.9474	0.9844	1	63.66666667	0.977266667
4112662	Minus	54	67	86	1	1	1	69	1
4112884	Plus	54	56	63	0.8519	0.9286	0.873	57.66666667	0.8845
4112885	Minus	55	61	82	0.8909	0.918	0.8902	66	0.8997
4113172	Plus	55	64	55	0.8364	0.75	0.8364	58	0.8076
4113173	Minus	54	60	77	0.8519	0.9167	0.9221	63.66666667	0.8969
4113671	Plus	56	67	62	1	1	0.9677	61.66666667	0.989233333
4113672	Minus	52	61	81	0.9808	0.9344	0.9506	64.66666667	0.955266667
4114077	Plus	57	69	64	0.9649	0.942	0.9688	63.33333333	0.958566667
4114078	Minus	51	58	80	0.8824	0.8966	0.875	63	0.884666667
4114287	Plus	60	72	64	0.9833	0.9861	0.9375	65.33333333	0.968966667
4114288	Minus	53	63	85	0.9434	0.9683	0.9529	67	0.954866667
4114559	Plus	52	66	61	0.9038	1	0.9836	59.66666667	0.962466667
4114560	Minus	53	60	79	0.9245	0.9333	0.9873	64	0.948366667
4114605	Plus	60	68	64	0.9667	0.9412	0.9844	64	0.9641
